58,0
43,0
58,0
21,0
82,1
83,1
66,0
17,0
53,0
33,0
25,0
96,1
100,1
5,0
87,1
61,0
39,0
29,0
68,0
46,0
69,0
67,0
14,0
77,0
99,1
97,1
62,0
5,0
1,0
14,0
95,1
31,0
37,0
90,1
32,0
55,0
44,0
7,0
59,0
85,1
16,0
23,0
42,0
4,0
50,0
82,1
66,0
54,0
86,1
15,0
57,0
38,0
61,0
12,0
78,0
10,0
17,0
81,1
95,1
44,0
42,0
25,0
28,0
62,0
18,0
12,0
46,0
17,0
65,0
83,1
78,0
49,0
35,0
44,0
1,0
72,0
34,0
32,0
8,0
45,0
59,0
40,0
87,1
68,0
25,0
53,0
92,1
53,0
61,0
7,0
49,0
47,0
41,0
43,0
59,0
54,0
49,0
17,0
45,0
97,1
42,0
4,0
1,0
54,0
6,0
10,0
11,0
46,0
100,1
49,0
46,0
44,0
51,0
45,0
73,0
90,1
70,0
43,0
65,0
91,1
16,0
24,0
62,0
69,0
65,0
59,0
83,1
48,0
81,1
97,1
44,0
86,1
72,0
89,1
5,0
92,1
77,0
97,1
99,1
29,0
68,0
15,0
60,0
92,1
20,0
35,0
8,0
20,0
21,0
10,0
100,1
89,1
47,0
75,0
70,0
53,0
43,0
67,0
56,0
27,0
37,0
63,0
63,0
21,0
61,0
88,1
88,1
66,0
8,0
43,0
9,0
6,0
26,0
46,0
76,0
63,0
29,0
70,0
51,0
51,0
27,0
45,0
35,0
73,0
49,0
45,0
48,0
48,0
69,0
72,0
81,1
41,0
80,0
97,1
100,1
73,0
7,0
85,1
84,1
2,0
33,0
33,0
75,0
62,0
29,0
19,0
17,0
10,0
80,0
94,1
22,0
75,0
96,1
20,0
58,0
44,0
98,1
87,1
2,0
21,0
85,1
58,0
53,0
81,1
77,0
96,1
33,0
5,0
70,0
6,0
57,0
86,1
40,0
61,0
18,0
16,0
61,0
87,1
100,1
4,0
93,1
52,0
35,0
40,0
58,0
35,0
15,0
87,1
71,0
61,0
73,0
99,1
18,0
83,1
83,1
35,0
56,0
46,0
20,0
44,0
16,0
94,1
19,0
64,0
58,0
98,1
80,0
37,0
38,0
5,0
6,0
32,0
95,1
5,0
18,0
64,0
37,0
19,0
95,1
5,0
60,0
43,0
35,0
20,0
17,0
41,0
76,0
47,0
78,0
88,1
18,0
88,1
59,0
43,0
52,0
89,1
40,0
10,0
96,1
12,0
11,0
73,0
32,0
29,0
65,0
90,1
35,0
91,1
62,0
61,0
54,0
2,0
16,0
68,0
70,0
10,0
64,0
48,0
58,0
40,0
22,0
36,0
97,1
19,0
87,1
54,0
8,0
82,1
2,0
84,1
34,0
92,1
73,0
36,0
63,0
99,1
18,0
21,0
29,0
83,1
25,0
25,0
62,0
59,0
42,0
56,0
4,0
1,0
3,0
6,0
78,0
98,1
13,0
39,0
2,0
44,0
67,0
63,0
91,1
56,0
6,0
38,0
46,0
34,0
4,0
63,0
49,0
71,0
37,0
8,0
27,0
18,0
47,0
16,0
8,0
53,0
15,0
11,0
13,0
71,0
81,1
81,1
58,0
64,0
76,0
43,0
51,0
72,0
64,0
61,0
65,0
54,0
22,0
31,0
70,0
42,0
86,1
38,0
67,0
12,0
30,0
86,1
18,0
63,0
3,0
61,0
46,0
90,1
83,1
78,0
34,0
67,0
16,0
49,0
39,0
47,0
28,0
22,0
52,0
66,0
57,0
96,1
56,0
15,0
65,0
32,0
94,1
13,0
46,0
68,0
97,1
53,0
39,0
78,0
79,0
92,1
73,0
13,0
100,1
94,1
44,0
66,0
84,1
92,1
73,0
10,0
7,0
37,0
46,0
32,0
75,0
77,0
40,0
70,0
20,0
96,1
25,0
16,0
39,0
87,1
60,0
69,0
82,1
39,0
96,1
99,1
54,0
75,0
86,1
60,0
14,0
66,0
46,0
86,1
21,0
2,0
18,0
18,0
39,0
21,0
34,0
59,0
16,0
49,0
36,0
1,0
68,0
51,0
78,0
88,1
5,0
72,0
46,0
88,1
12,0
84,1
43,0
10,0
47,0
88,1
8,0
38,0
9,0
1,0
83,1
56,0
58,0
90,1
9,0
95,1
76,0
86,1
82,1
40,0
3,0
100,1
64,0
72,0
70,0
30,0
66,0
46,0
23,0
50,0
47,0
31,0
75,0
91,1
60,0
3,0
55,0
64,0
82,1
31,0
24,0
38,0
17,0
78,0
3,0
57,0
84,1
4,0
17,0
100,1
31,0
77,0
3,0
47,0
5,0
25,0
2,0
68,0
46,0
36,0
43,0
69,0
26,0
16,0
5,0
66,0
67,0
24,0
52,0
97,1
48,0
77,0
36,0
56,0
78,0
70,0
60,0
30,0
6,0
49,0
73,0
36,0
73,0
48,0
7,0
59,0
55,0
33,0
20,0
99,1
59,0
73,0
5,0
74,0
17,0
49,0
40,0
39,0
80,0
21,0
95,1
85,1
50,0
88,1
55,0
92,1
49,0
98,1
75,0
66,0
100,1
70,0
25,0
65,0
17,0
41,0
71,0
20,0
43,0
23,0
42,0
24,0
71,0
84,1
49,0
72,0
76,0
81,1
81,1
66,0
74,0
73,0
53,0
80,0
19,0
72,0
64,0
55,0
61,0
92,1
79,0
70,0
91,1
88,1
33,0
87,1
89,1
59,0
93,1
18,0
81,1
25,0
40,0
51,0
43,0
52,0
10,0
6,0
73,0
28,0
28,0
71,0
76,0
54,0
82,1
36,0
90,1
64,0
85,1
82,1
71,0
93,1
76,0
46,0
12,0
41,0
62,0
3,0
60,0
41,0
48,0
7,0
8,0
65,0
27,0
16,0
87,1
6,0
71,0
83,1
90,1
66,0
6,0
44,0
88,1
42,0
54,0
75,0
58,0
37,0
60,0
47,0
34,0
7,0
27,0
100,1
30,0
35,0
99,1
11,0
26,0
38,0
47,0
41,0
28,0
16,0
56,0
17,0
1,0
76,0
77,0
37,0
89,1
16,0
91,1
69,0
68,0
6,0
77,0
17,0
54,0
56,0
7,0
30,0
92,1
76,0
31,0
98,1
8,0
66,0
81,1
85,1
65,0
74,0
25,0
79,0
69,0
58,0
27,0
68,0
5,0
51,0
66,0
34,0
60,0
6,0
34,0
50,0
83,1
54,0
93,1
38,0
90,1
59,0
48,0
19,0
83,1
80,0
39,0
33,0
28,0
35,0
10,0
86,1
44,0
18,0
69,0
18,0
88,1
1,0
56,0
65,0
35,0
20,0
90,1
60,0
70,0
17,0
1,0
91,1
19,0
6,0
78,0
57,0
2,0
56,0
51,0
93,1
60,0
16,0
63,0
81,1
97,1
32,0
58,0
5,0
96,1
15,0
66,0
86,1
48,0
98,1
41,0
57,0
86,1
2,0
87,1
85,1
17,0
70,0
28,0
20,0
52,0
72,0
39,0
35,0
23,0
58,0
59,0
87,1
84,1
1,0
15,0
14,0
28,0
75,0
49,0
74,0
85,1
37,0
1,0
22,0
62,0
58,0
21,0
76,0
3,0
16,0
52,0
61,0
92,1
39,0
82,1
48,0
31,0
96,1
50,0
71,0
30,0
89,1
48,0
5,0
7,0
36,0
43,0
12,0
85,1
56,0
95,1
66,0
80,0
18,0
5,0
23,0
42,0
6,0
93,1
30,0
80,0
5,0
85,1
34,0
52,0
61,0
62,0
30,0
26,0
39,0
56,0
1,0
23,0
7,0
84,1
71,0
84,1
67,0
4,0
33,0
89,1
47,0
33,0
16,0
92,1
10,0
37,0
32,0
64,0
92,1
74,0
97,1
29,0
75,0
72,0
6,0
58,0
88,1
4,0
23,0
54,0
61,0
55,0
89,1
38,0
66,0
55,0
83,1
40,0
92,1
85,1
73,0
92,1
67,0
30,0
96,1
36,0
35,0
63,0
51,0
100,1
42,0
94,1
46,0
23,0
54,0
68,0
31,0
59,0
44,0
3,0
7,0
38,0
71,0
16,0
97,1
37,0
11,0
19,0
93,1
85,1
67,0
6,0
65,0
3,0
24,0
7,0
68,0
82,1
27,0
100,1
55,0
85,1
20,0
80,0
64,0
8,0
77,0
77,0
38,0
27,0
8,0
61,0
30,0
24,0
45,0
13,0
66,0
33,0
30,0
44,0
44,0
44,0
26,0
76,0
90,1
57,0
73,0
82,1
29,0
87,1
57,0
64,0
56,0
89,1
50,0
71,0
26,0
16,0
54,0
83,1
15,0
73,0
28,0
12,0
81,1
6,0
42,0
66,0
71,0
77,0
10,0
14,0
31,0
85,1
90,1
43,0
29,0
62,0
43,0
2,0
61,0
93,1
67,0
73,0
8,0
62,0
95,1
28,0
33,0
26,0
60,0
35,0
85,1
68,0
55,0
77,0
21,0
26,0
43,0
40,0
44,0
99,1
33,0
85,1
84,1
32,0
40,0
3,0
70,0
49,0
17,0
91,1
45,0
25,0
48,0
18,0
25,0
65,0
66,0
11,0
74,0
78,0
54,0
61,0
62,0
78,0
72,0
79,0
52,0
47,0
15,0
68,0
65,0
78,0
65,0
50,0
6,0
65,0
68,0
14,0
24,0
47,0
12,0
100,1
8,0
70,0
